Name,Condition,Price,Location,Link,Description,Car_code,Năm sản xuất:,Tình trạng:,Xuất xứ:,Kiểu dáng:,Động cơ:,Màu ngoại thất:,Màu nội thất:,Số chỗ ngồi:,Số cửa:,Số Km đã đi:
Honda CRV 2.4 AT - 2014, Xe cũ,468 Triệu,Hà Nội,https://bonbanh.com/xe-honda-crv-2.4-at-2014-5420876," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.4 L, số tự động, đã đi 108,963 km ... ",Mã: 5420876,2014.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.4 L,Trắng,Đen,5 chỗ,5 cửa,"108,963 Km"
LandRover Range Rover Autobiography LWB 5.0 - 2015, Xe cũ,4 Tỷ 550 Triệu,Hà Nội,https://bonbanh.com/xe-landrover-range_rover-autobiography-lwb-5.0-2015-4600385," *Xe nhập khẩu, màu trắng, máy xăng 5.0 L, số tự động, đã đi 50,000 km ... ",Mã: 4600385,2015.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  5.0 L,Trắng,Nâu,4 chỗ,5 cửa,"50,000 Km"
Toyota Raize G 1.0 CVT - 2024, Xe mới,492 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2024-5387079," *Xe nhập khẩu, màu trắng, máy xăng 1.0 L, số tự động ... ",Mã: 5387079,2024.0,Xe mới,Nhập khẩu,SUV,Xăng  1.0 L,Trắng,Đen,5 chỗ,5 cửa,
Toyota Land Cruiser 3.5 V6 - 2023, Xe mới,4 Tỷ 550 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2023-5240695," *Xe nhập khẩu, màu đen, máy xăng 3.4 L, số tự động ... ",Mã: 5240695,2023.0,Xe mới,Nhập khẩu,SUV,Xăng  3.4 L,Đen,Đen,7 chỗ,5 cửa,
Mercedes Benz C class C250 CGI - 2009, Xe cũ,340 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-c_class-c250-cgi-2009-4379246," *Xe lắp ráp trong nước, màu xanh, máy xăng 1.8 L, số tự động, đã đi 90,000 km ... ",Mã: 4379246,2009.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.8 L,Xanh,Đen,5 chỗ,4 cửa,"90,000 Km"
Mercedes Benz GLC 300 4Matic - 2022, Xe cũ,2 Tỷ 399 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-5415490," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, đã đi 30 km ... ",Mã: 5415490,2022.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.0 L,Trắng,Đen,5 chỗ,5 cửa,30 Km
Ford EcoSport Titanium 1.0 EcoBoost - 2020, Xe cũ,465 Triệu,TP HCM,https://bonbanh.com/xe-ford-ecosport-titanium-1.0-ecoboost-2020-5426929," *Xe lắp ráp trong nước, màu xám, máy xăng 1.0 L, số tự động, đã đi 75,000 km ... ",Mã: 5426929,2020.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  1.0 L,Xám,Đen,5 chỗ,5 cửa,"75,000 Km"
Haval H6 HEV - 2023, Xe mới,886 Triệu,TP HCM,https://bonbanh.com/xe-haval-h6-hev-2023-5176152," *Xe nhập khẩu, màu đỏ, xe hybrid 1.5 L, số tự động ... ",Mã: 5176152,2023.0,Xe mới,Nhập khẩu,SUV,Hybrid  1.5 L,Đỏ,Nhiều màu,5 chỗ,5 cửa,
Ford Ranger XLS 2.0L 4x2 MT - 2022, Xe cũ,578 Triệu,TP HCM,https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x2-mt-2022-5453170," *Xe lắp ráp trong nước, màu trắng, máy dầu 2.0 L, số tay, đã đi 30,000 km ... ",Mã: 5453170,2022.0,Xe đã dùng,Lắp ráp trong nước,Bán tải / Pickup,Dầu  2.0 L,Trắng,Đen,5 chỗ,4 cửa,"30,000 Km"
Toyota Fortuner 2.4G 4x2 MT - 2016, Xe cũ,669 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-mt-2016-5303811," *Xe nhập khẩu, màu trắng, máy dầu 2.4 L, số tay, đã đi 70,000 km ... ",Mã: 5303811,2016.0,Xe đã dùng,Nhập khẩu,SUV,Dầu  2.4 L,Trắng,Nâu,7 chỗ,5 cửa,"70,000 Km"
Toyota Vios 1.5E - 2017, Xe cũ,280 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-vios-1.5e-2017-5442239," *Xe lắp ráp trong nước, màu cát, máy xăng 1.5 L, số tay, đã đi 60,936 km ... ",Mã: 5442239,2017.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Cát,Kem,5 chỗ,4 cửa,"60,936 Km"
VinFast VF8 Eco - 2023, Xe mới,850 Triệu,Hà Nội,https://bonbanh.com/xe-vinfast-vf8-eco-2023-5330338," *Xe lắp ráp trong nước, màu đen, xe điện , số tự động ... ",Mã: 5330338,2023.0,Xe mới,Lắp ráp trong nước,SUV,Điện  0.2 L,Đen,Đen,5 chỗ,5 cửa,
Toyota Vios G 1.5 CVT - 2024, Xe mới,530 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2024-5397776," *Xe lắp ráp trong nước, màu đen, máy xăng 1.5 L, số tự động ... ",Mã: 5397776,2024.0,Xe mới,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Đen,Đen,5 chỗ,4 cửa,
Mercedes Benz E class E200 - 2015, Xe cũ,678 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-e_class-e200-2015-5361126," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động ... ",Mã: 5361126,2015.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Trắng,Đen,5 chỗ,4 cửa,0 Km
Mercedes Benz C class C300 AMG - 2016, Xe cũ,830 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2016-5154969," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động, đã đi 82,000 km ... ",Mã: 5154969,2016.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Đen,Đen,5 chỗ,4 cửa,"82,000 Km"
Ford Ranger XLS 2.0L 4x4 AT - 2024, Xe mới,716 Triệu,Hà Nội,https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x4-at-2024-5320124," *Xe lắp ráp trong nước, màu đen, máy dầu 2.0 L, số tự động ... ",Mã: 5320124,2024.0,Xe mới,Lắp ráp trong nước,Bán tải / Pickup,Dầu  2.0 L,Đen,Đen,5 chỗ,4 cửa,
Toyota Veloz Cross Top 1.5 CVT - 2024, Xe mới,625 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-veloz-cross-top-1.5-cvt-2024-5272720," *Xe lắp ráp trong nước, màu đen, máy xăng 1.5 L, số tự động ... ",Mã: 5272720,2024.0,Xe mới,Lắp ráp trong nước,SUV,Xăng  1.5 L,Đen,Đen,7 chỗ,5 cửa,
Toyota Raize G 1.0 CVT - 2024, Xe mới,498 Triệu,TP HCM,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2024-5395930," *Xe nhập khẩu, màu trắng, máy xăng 1.0 L, số tự động ... ",Mã: 5395930,2024.0,Xe mới,Nhập khẩu,SUV,Xăng  1.0 L,Trắng,Đen,5 chỗ,5 cửa,
Toyota Corolla Cross 1.8G - 2022, Xe cũ,720 Triệu,TP HCM,https://bonbanh.com/xe-toyota-corolla_cross-1.8g-2022-5424142," *Xe nhập khẩu, màu đỏ, máy xăng 1.8 L, số tự động, đã đi 10,329 km ... ",Mã: 5424142,2022.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  1.8 L,Đỏ,Đen,5 chỗ,5 cửa,"10,329 Km"
Ford Territory Titanium X 1.5L AT - 2024, Xe mới,831 Triệu,Hà Nội,https://bonbanh.com/xe-ford-territory-titanium-x-1.5l-at-2024-5072287," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tự động ... ",Mã: 5072287,2024.0,Xe mới,Lắp ráp trong nước,SUV,Xăng  1.5 L,Trắng,Nhiều màu,5 chỗ,5 cửa,
Ford Territory Titanium X 1.5L AT - 2024, Xe mới,831 Triệu,Hà Nội,https://bonbanh.com/xe-ford-territory-titanium-x-1.5l-at-2024-5132849," *Xe lắp ráp trong nước, màu đen, máy xăng 1.5 L, số tự động ... ",Mã: 5132849,2024.0,Xe mới,Lắp ráp trong nước,SUV,Xăng  1.5 L,Đen,Nhiều màu,5 chỗ,5 cửa,
Mercedes Benz GLS 450 4Matic - 2023, Xe mới,5 Tỷ 329 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2023-4924264," *Xe nhập khẩu, màu đen, máy xăng 3.0 L, số tự động ... ",Mã: 4924264,2023.0,Xe mới,Nhập khẩu,SUV,Xăng  3.0 L,Đen,-,7 chỗ,5 cửa,
Mercedes Benz S class S400L - 2014, Xe cũ,1 Tỷ 299 Triệu,Thái Nguyên,https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2014-5212779," *Xe lắp ráp trong nước, màu trắng, máy xăng 3.0 L, số tự động, đã đi 150,000 km ... ",Mã: 5212779,2014.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  3.0 L,Trắng,Đen,5 chỗ,4 cửa,"150,000 Km"
Mitsubishi Attrage 1.2 MT - 2023, Xe mới,380 Triệu,Hà Nội,https://bonbanh.com/xe-mitsubishi-attrage-1.2-mt-2023-3184524," *Xe nhập khẩu, màu trắng, máy xăng 1.2 L, số tay ... ",Mã: 3184524,2023.0,Xe mới,Nhập khẩu,Sedan,Xăng  1.2 L,Trắng,Đen,5 chỗ,4 cửa,
Mazda 3 1.5L Deluxe - 2023, Xe mới,579 Triệu,Hà Nội,https://bonbanh.com/xe-mazda-3-1.5l-deluxe-2023-5133899," *Xe lắp ráp trong nước, màu đỏ, máy xăng 1.5 L, số tự động ... ",Mã: 5133899,2023.0,Xe mới,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Đỏ,-,5 chỗ,4 cửa,
Suzuki Super Carry Van Blind Van - 2022, Xe mới,210 Triệu,TP HCM,https://bonbanh.com/xe-suzuki-super_carry_van-blind-van-2022-5331639," *Xe lắp ráp trong nước, máy xăng 1.0 L, số tay ... ",Mã: 5331639,2022.0,Xe mới,Lắp ráp trong nước,Van/Minivan,Xăng  1.0 L,Nhiều màu,Đen,2 chỗ,5 cửa,
Lexus RX 350 Luxury - 2024, Xe mới,4 Tỷ 330 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-rx-350-luxury-2024-5389751," *Xe nhập khẩu, màu trắng, máy xăng 2.4 L, số tự động ... ",Mã: 5389751,2024.0,Xe mới,Nhập khẩu,SUV,Xăng  2.4 L,Trắng,Đen,5 chỗ,5 cửa,
Toyota Highlander Limited Hybrid 2.5 AWD - 2020, Xe cũ,3 Tỷ 600 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-highlander-limited-hybrid-2.5-awd-2020-5348874," *Xe nhập khẩu, màu bạc, xe hybrid 2.5 L, số tự động ... ",Mã: 5348874,2020.0,Xe đã dùng,Nhập khẩu,SUV,Hybrid  2.5 L,Bạc,Kem,7 chỗ,5 cửa,0 Km
Ford Everest Titanium 2.0L 4x4 AT - 2024, Xe mới,1 Tỷ 358 Triệu,Hà Nội,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x4-at-2024-5070733," *Xe nhập khẩu, màu trắng, máy dầu 2.0 L, số tự động ... ",Mã: 5070733,2024.0,Xe mới,Nhập khẩu,SUV,Dầu  2.0 L,Trắng,Đen,7 chỗ,5 cửa,
VinFast Fadil 1.4 AT - 2020, Xe cũ,310 Triệu,Hà Nội,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2020-5396812," *Xe lắp ráp trong nước, màu xám, máy xăng 1.4 L, số tự động, đã đi 48,000 km ... ",Mã: 5396812,2020.0,Xe đã dùng,Lắp ráp trong nước,Hatchback,Xăng  1.4 L,Xám,Đen,5 chỗ,5 cửa,"48,000 Km"
Lexus ES 250 - 2023, Xe mới,2 Tỷ 620 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-es-250-2023-5240238," *Xe nhập khẩu, màu trắng, máy xăng 2.5 L, số tự động ... ",Mã: 5240238,2023.0,Xe mới,Nhập khẩu,Sedan,Xăng  2.5 L,Trắng,Nâu,5 chỗ,5 cửa,
LandRover Range Rover Evoque Dynamic - 2013, Xe cũ,799 Triệu,Hà Nội,https://bonbanh.com/xe-landrover-range_rover_evoque-dynamic-2013-5290513," *Xe nhập khẩu, màu đỏ, máy xăng 2.0 L, số tự động, đã đi 80,000 km ... ",Mã: 5290513,2013.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  2.0 L,Đỏ,Nhiều màu,5 chỗ,5 cửa,"80,000 Km"
Hyundai Tucson 2.0 AT Tiêu chuẩn - 2021, Xe cũ,1 Tỷ 680 Triệu,TP HCM,https://bonbanh.com/xe-hyundai-tucson-2.0-at-tieu-chuan-2021-5419741," *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động, đã đi 29,000 km ... ",Mã: 5419741,2021.0,Xe đã dùng,Lắp ráp trong nước,Crossover,Xăng  2.0 L,Đỏ,Kem,5 chỗ,5 cửa,"29,000 Km"
Mazda BT50 Deluxe 2.2L 4x2 AT - 2021, Xe cũ,560 Triệu,TP HCM,https://bonbanh.com/xe-mazda-bt50-deluxe-2.2l-4x2-at-2021-5437772," *Xe nhập khẩu, màu đen, máy dầu 2.2 L, số tự động, đã đi 35,000 km ... ",Mã: 5437772,2021.0,Xe đã dùng,Nhập khẩu,Bán tải / Pickup,Dầu  2.2 L,Đen,Đen,5 chỗ,4 cửa,"35,000 Km"
Ford Ranger XLS 2.0L 4x4 AT - 2023, Xe mới,726 Triệu,Hà Nội,https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x4-at-2023-4879179," *Xe lắp ráp trong nước, màu đen, máy dầu 2.0 L, số tự động ... ",Mã: 4879179,2023.0,Xe mới,Lắp ráp trong nước,Bán tải / Pickup,Dầu  2.0 L,Đen,Đen,5 chỗ,4 cửa,
Kia Carnival Luxury 2.2D - 2023, Xe mới,1 Tỷ 179 Triệu,TP HCM,https://bonbanh.com/xe-kia-carnival-luxury-2.2d-2023-5189173," *Xe lắp ráp trong nước, màu đỏ, máy dầu 2.2 L, số tự động ... ",Mã: 5189173,2023.0,Xe mới,Lắp ráp trong nước,Van/Minivan,Dầu  2.2 L,Đỏ,Nâu,8 chỗ,5 cửa,
Toyota Alphard Executive Lounge - 2019, Xe cũ,3 Tỷ 450 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-alphard-executive-lounge-2019-5423398," *Xe nhập khẩu, màu đen, máy xăng 3.5 L, số tự động, đã đi 39,000 km ... ",Mã: 5423398,2019.0,Xe đã dùng,Nhập khẩu,Van/Minivan,Xăng  3.5 L,Đen,-,7 chỗ,5 cửa,"39,000 Km"
Mazda 6 Premium 2.0 AT - 2023, Xe mới,769 Triệu,Hải Phòng,https://bonbanh.com/xe-mazda-6-premium-2.0-at-2023-4078821," *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động ... ",Mã: 4078821,2023.0,Xe mới,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Đỏ,Đen,5 chỗ,4 cửa,
Mitsubishi Grunder 2.4 AT - 2010, Xe cũ,313 Triệu,TP HCM,https://bonbanh.com/xe-mitsubishi-grunder-2.4-at-2010-5442077," *Xe nhập khẩu, màu đen, máy xăng 2.4 L, số tự động, đã đi 70,000 km ... ",Mã: 5442077,2010.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  2.4 L,Đen,-,5 chỗ,4 cửa,"70,000 Km"
Mazda CX5 Premium 2.0 AT - 2023, Xe mới,839 Triệu,Thanh Hóa,https://bonbanh.com/xe-mazda-cx5-premium-2.0-at-2023-5408492," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động ... ",Mã: 5408492,2023.0,Xe mới,Lắp ráp trong nước,SUV,Xăng  2.0 L,Đen,-,5 chỗ,5 cửa,
Audi Q5 2.0 AT - 2013, Xe cũ,599 Triệu,TP HCM,https://bonbanh.com/xe-audi-q5-2.0-at-2013-5440845," *Xe nhập khẩu, màu xanh, máy xăng 2.0 L, số tự động, đã đi 60,000 km ... ",Mã: 5440845,2013.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  2.0 L,Xanh,Kem,5 chỗ,5 cửa,"60,000 Km"
BMW 5 Series 520i - 2013, Xe cũ,688 Triệu,TP HCM,https://bonbanh.com/xe-bmw-5_series-520i-2013-5442017," *Xe nhập khẩu, màu đen, máy xăng 2.0 L, số tự động, đã đi 90,000 km ... ",Mã: 5442017,2013.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  2.0 L,Đen,-,5 chỗ,4 cửa,"90,000 Km"
Lexus RX 200t - 2017, Xe cũ,1 Tỷ 990 Triệu,TP HCM,https://bonbanh.com/xe-lexus-rx-200t-2017-5421850," *Xe nhập khẩu, màu trắng, máy xăng 2.0 L, số tự động, đã đi 50,000 km ... ",Mã: 5421850,2017.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  2.0 L,Trắng,Nâu,5 chỗ,5 cửa,"50,000 Km"
Toyota Camry LE 2.5 - 2010, Xe cũ,495 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-camry-le-2.5-2010-5406301," *Xe nhập khẩu, màu đen, máy xăng 2.5 L, số tự động, đã đi 97,000 km ... ",Mã: 5406301,2010.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  2.5 L,Đen,Kem,5 chỗ,4 cửa,"97,000 Km"
Lexus LX 600 Vip - 2024, Xe mới,9 Tỷ 610 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-lx-600-vip-2024-5428789," *Xe nhập khẩu, màu đồng, máy xăng 3.4 L, số tự động ... ",Mã: 5428789,2024.0,Xe mới,Nhập khẩu,SUV,Xăng  3.4 L,Đồng,Nâu,4 chỗ,5 cửa,
Toyota Raize G 1.0 CVT - 2024, Xe mới,488 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2024-5251801," *Xe nhập khẩu, màu đỏ, máy xăng 1.0 L, số tự động ... ",Mã: 5251801,2024.0,Xe mới,Nhập khẩu,SUV,Xăng  1.0 L,Đỏ,-,5 chỗ,5 cửa,
Mazda 3 1.5L Sport Premium - 2022, Xe cũ,670 Triệu,Hà Nội,https://bonbanh.com/xe-mazda-3-1.5l-sport-premium-2022-5409320," *Xe lắp ráp trong nước, màu xanh, máy xăng 1.5 L, số tự động, đã đi 14,000 km ... ",Mã: 5409320,2022.0,Xe đã dùng,Lắp ráp trong nước,Hatchback,Xăng  1.5 L,Xanh,Đen,5 chỗ,5 cửa,"14,000 Km"
Toyota Land Cruiser GX 4.5 - 2006, Xe cũ,499 Triệu,TP HCM,https://bonbanh.com/xe-toyota-land_cruiser-gx-4.5-2006-5442051," *Xe lắp ráp trong nước, màu xám, máy xăng 4.5 L, số tay, đã đi 110,000 km ... ",Mã: 5442051,2006.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  4.5 L,Xám,-,8 chỗ,5 cửa,"110,000 Km"
Hyundai Tucson 2.0 ATH - 2020, Xe cũ,740 Triệu,Hà Nội,https://bonbanh.com/xe-hyundai-tucson-2.0-ath-2020-5435477," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, đã đi 63,000 km ... ",Mã: 5435477,2020.0,Xe đã dùng,Lắp ráp trong nước,Crossover,Xăng  2.0 L,Trắng,Kem,5 chỗ,5 cửa,"63,000 Km"
Toyota Prado VX 2.7L - 2019, Xe cũ,2 Tỷ 50 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2019-5440128," *Xe nhập khẩu, màu trắng, máy xăng 2.7 L, số tự động, đã đi 90,000 km ... ",Mã: 5440128,2019.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  2.7 L,Trắng,Kem,7 chỗ,5 cửa,"90,000 Km"
Mitsubishi Xpander 1.5 MT - 2023, Xe mới,525 Triệu,Hà Nội,https://bonbanh.com/xe-mitsubishi-xpander-1.5-mt-2023-3539158," *Xe lắp ráp trong nước, màu đen, máy xăng 1.5 L, số tay ... ",Mã: 3539158,2023.0,Xe mới,Lắp ráp trong nước,SUV,Xăng  1.5 L,Đen,Đen,7 chỗ,5 cửa,
Kia Sorento DATH - 2018, Xe cũ,650 Triệu,Hà Nội,https://bonbanh.com/xe-kia-sorento-dath-2018-5396703," *Xe lắp ráp trong nước, màu đen, máy dầu 2.2 L, số tự động, đã đi 60,000 km ... ",Mã: 5396703,2018.0,Xe đã dùng,Lắp ráp trong nước,SUV,Dầu  2.2 L,Đen,Kem,7 chỗ,5 cửa,"60,000 Km"
Lexus RX 350 AWD - 2014, Xe cũ,1 Tỷ 429 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-rx-350-awd-2014-5348863," *Xe nhập khẩu, màu đỏ, máy xăng 3.5 L, số tự động, đã đi 70,000 km ... ",Mã: 5348863,2014.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  3.5 L,Đỏ,Kem,5 chỗ,5 cửa,"70,000 Km"
Mercedes Benz EQS 500 4Matic - 2023, Xe mới,4 Tỷ 999 Triệu,Hải Phòng,https://bonbanh.com/xe-mercedes_benz-eqs-500-4matic-2023-5396004," *Xe nhập khẩu, màu đen, xe điện , số tự động ... ",Mã: 5396004,2023.0,Xe mới,Nhập khẩu,SUV,Điện  1.1 L,Đen,Xám,5 chỗ,5 cửa,
Suzuki Ertiga Limited 1.5 AT - 2020, Xe cũ,465 Triệu,TP HCM,https://bonbanh.com/xe-suzuki-ertiga-limited-1.5-at-2020-5421392," *Xe nhập khẩu, màu trắng, máy xăng 1.5 L, số tự động, đã đi 50,000 km ... ",Mã: 5421392,2020.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  1.5 L,Trắng,-,7 chỗ,5 cửa,"50,000 Km"
Peugeot 2008 Active 1.2 AT - 2023, Xe mới,719 Triệu,TP HCM,https://bonbanh.com/xe-peugeot-2008-active-1.2-at-2023-5424065," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.2 L, số tự động ... ",Mã: 5424065,2023.0,Xe mới,Lắp ráp trong nước,Crossover,Xăng  1.2 L,Trắng,Đen,5 chỗ,5 cửa,
Ford EcoSport Titanium 1.5L AT - 2018, Xe cũ,428 Triệu,TP HCM,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2018-5426942," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tự động, đã đi 42,000 km ... ",Mã: 5426942,2018.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  1.5 L,Trắng,Đen,5 chỗ,5 cửa,"42,000 Km"
MG 5 Standard 1.5 AT - 2023, Xe mới,415 Triệu,Hà Nội,https://bonbanh.com/xe-mg-5-standard-1.5-at-2023-5363155," *Xe nhập khẩu, màu đen, máy xăng 1.5 L, số tự động ... ",Mã: 5363155,2023.0,Xe mới,Nhập khẩu,Sedan,Xăng  1.5 L,Đen,Đen,5 chỗ,4 cửa,
Toyota Raize G 1.0 CVT - 2024, Xe mới,492 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2024-5387340," *Xe nhập khẩu, màu trắng, máy xăng 1.0 L, số tự động ... ",Mã: 5387340,2024.0,Xe mới,Nhập khẩu,SUV,Xăng  1.0 L,Trắng,Đen,5 chỗ,5 cửa,
MG ZS Standard 1.5 AT 2WD - 2023, Xe mới,443 Triệu,Thanh Hóa,https://bonbanh.com/xe-mg-zs-standard-1.5-at-2wd-2023-5134799," *Xe nhập khẩu, màu bạc, máy xăng 1.5 L, số tự động ... ",Mã: 5134799,2023.0,Xe mới,Nhập khẩu,Crossover,Xăng  1.5 L,Bạc,Đen,5 chỗ,5 cửa,
Toyota Yaris Cross 1.5 D-CVT - 2024, Xe mới,640 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-yaris-cross-1.5-d-cvt-2024-5186953," *Xe nhập khẩu, màu trắng, máy xăng 1.5 L, số tự động ... ",Mã: 5186953,2024.0,Xe mới,Nhập khẩu,SUV,Xăng  1.5 L,Trắng,Đen,5 chỗ,5 cửa,
Mercedes Benz E class E200 - 2017, Xe cũ,999 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-e_class-e200-2017-5440789," *Xe lắp ráp trong nước, màu xanh, máy xăng 2.0 L, số tự động, đã đi 60,000 km ... ",Mã: 5440789,2017.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Xanh,Kem,5 chỗ,4 cửa,"60,000 Km"
Toyota Vios 1.5G - 2013, Xe cũ,318 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-vios-1.5g-2013-5417750," *Xe lắp ráp trong nước, màu bạc, máy xăng 1.5 L, số tự động, đã đi 81,500 km ... ",Mã: 5417750,2013.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Bạc,Kem,5 chỗ,4 cửa,"81,500 Km"
Haval H6 HEV - 2023, Xe mới,886 Triệu,TP HCM,https://bonbanh.com/xe-haval-h6-hev-2023-5202418," *Xe nhập khẩu, màu trắng, xe hybrid 1.5 L, số tự động ... ",Mã: 5202418,2023.0,Xe mới,Nhập khẩu,SUV,Hybrid  1.5 L,Trắng,Đen,5 chỗ,5 cửa,
Hyundai SantaFe 2.2 MT - 2008, Xe cũ,322 Triệu,Lâm Đồng,https://bonbanh.com/xe-hyundai-santafe-2.2-mt-2008-5375765," *Xe nhập khẩu, màu đen, máy dầu 2.2 L, số tay, đã đi 98,000 km ... ",Mã: 5375765,2008.0,Xe đã dùng,Nhập khẩu,SUV,Dầu  2.2 L,Đen,Kem,7 chỗ,5 cửa,"98,000 Km"
Lexus LS 460L AWD - 2012, Xe cũ,1 Tỷ 490 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-ls-460l-awd-2012-5326652," *Xe nhập khẩu, màu đen, máy xăng 4.6 L, số tự động, đã đi 120,000 km ... ",Mã: 5326652,2012.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  4.6 L,Đen,Kem,5 chỗ,4 cửa,"120,000 Km"
Honda Civic 1.8 AT - 2008, Xe cũ,225 Triệu,Hà Nội,https://bonbanh.com/xe-honda-civic-1.8-at-2008-5445041," *Xe lắp ráp trong nước, màu bạc, máy xăng 1.8 L, số tự động, đã đi 120,000 km ... ",Mã: 5445041,2008.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.8 L,Bạc,Kem,5 chỗ,4 cửa,"120,000 Km"
Honda Civic RS 1.5 AT - 2023, Xe mới,875 Triệu,Bà Rịa Vũng Tàu,https://bonbanh.com/xe-honda-civic-rs-1.5-at-2023-4772242," *Xe nhập khẩu, màu trắng, máy xăng 1.5 L, số tự động ... ",Mã: 4772242,2023.0,Xe mới,Nhập khẩu,Sedan,Xăng  1.5 L,Trắng,Đen,5 chỗ,4 cửa,
Ford Everest Wildtrak 2.0L 4x4 AT - 2023, Xe mới,1 Tỷ 388 Triệu,Hà Nội,https://bonbanh.com/xe-ford-everest-wildtrak-2.0l-4x4-at-2023-5198429," *Xe nhập khẩu, màu đỏ, máy dầu 2.0 L, số tự động ... ",Mã: 5198429,2023.0,Xe mới,Nhập khẩu,SUV,Dầu  2.0 L,Đỏ,Đen,7 chỗ,5 cửa,
