Name,Condition,Price,Location,Link,Description,Car_code,Năm sản xuất:,Tình trạng:,Số Km đã đi:,Xuất xứ:,Kiểu dáng:,Động cơ:,Màu ngoại thất:,Màu nội thất:,Số chỗ ngồi:,Số cửa:
Ford Ranger Wildtrak 3.2L 4x4 AT - 2015, Xe cũ,455 Triệu,Hà Nội,https://bonbanh.com/xe-ford-ranger-wildtrak-3.2l-4x4-at-2015-5434408," *Xe nhập khẩu, màu trắng, máy dầu 3.2 L, số tự động, đã đi 100,000 km ... ",Mã: 5434408,2015.0,Xe đã dùng,"100,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu  3.2 L,Trắng,Màu khác,5 chỗ,4 cửa
Lexus GX 460 - 2014, Xe cũ,1 Tỷ 950 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-gx-460-2014-5435006," *Xe nhập khẩu, màu trắng, máy xăng 4.6 L, số tự động ... ",Mã: 5435006,2014.0,Xe đã dùng,0 Km,Nhập khẩu,SUV,Xăng  4.6 L,Trắng,Kem,7 chỗ,5 cửa
Hyundai SantaFe 2.4L 4WD - 2015, Xe cũ,595 Triệu,Hà Nội,https://bonbanh.com/xe-hyundai-santafe-2.4l-4wd-2015-5444449," *Xe lắp ráp trong nước, màu bạc, máy xăng 2.4 L, số tự động, đã đi 11,000 km ... ",Mã: 5444449,2015.0,Xe đã dùng,"11,000 Km",Lắp ráp trong nước,SUV,Xăng  2.4 L,Bạc,Đen,7 chỗ,5 cửa
Mazda 3 Luxury - 2023, Xe mới,619 Triệu,TP HCM,https://bonbanh.com/xe-mazda-3-luxury-2023-4830942," *Xe lắp ráp trong nước, màu xanh, máy xăng , số tự động ... ",Mã: 4830942,2023.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng,Xanh,-,5 chỗ,4 cửa
Ford Everest Ambiente 2.0L 4x2 AT - 2024, Xe mới,1 Tỷ 99 Triệu,Bình Thuận,https://bonbanh.com/xe-ford-everest-ambiente-2.0l-4x2-at-2024-5412536," *Xe nhập khẩu, màu trắng, máy dầu 2.0 L, số tự động ... ",Mã: 5412536,2024.0,Xe mới,,Nhập khẩu,SUV,Dầu  2.0 L,Trắng,Đen,7 chỗ,5 cửa
Volkswagen Tiguan Facelift - 2023, Xe mới,1 Tỷ 699 Triệu,Hà Nội,https://bonbanh.com/xe-volkswagen-tiguan-facelift-2023-5043287," *Xe nhập khẩu, màu trắng, máy xăng 2.0 L, số tự động ... ",Mã: 5043287,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng  2.0 L,Trắng,Xám,7 chỗ,5 cửa
Ford Territory Trend 1.5 AT - 2023, Xe mới,740 Triệu,Ninh Thuận,https://bonbanh.com/xe-ford-territory-trend-1.5-at-2023-5299964," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tự động ... ",Mã: 5299964,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng  1.5 L,Trắng,Kem,5 chỗ,5 cửa
Toyota Raize G 1.0 CVT - 2022, Xe cũ,530 Triệu,Quảng Ninh,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2022-5331526," *Xe nhập khẩu, màu đen, máy xăng 1.0 L, số tự động, đã đi 24,000 km ... ",Mã: 5331526,2022.0,Xe đã dùng,"24,000 Km",Nhập khẩu,SUV,Xăng  1.0 L,Đen,Đen,5 chỗ,5 cửa
Mitsubishi Xpander 1.5 AT - 2020, Xe cũ,500 Triệu,Vĩnh Phúc,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2020-5356053," *Xe nhập khẩu, màu nâu, máy xăng 1.5 L, số tự động, đã đi 60,000 km ... ",Mã: 5356053,2020.0,Xe đã dùng,"60,000 Km",Nhập khẩu,SUV,Xăng  1.5 L,Nâu,Nhiều màu,7 chỗ,5 cửa
Kia Sedona 2.2L DATH - 2017, Xe cũ,735 Triệu,Lâm Đồng,https://bonbanh.com/xe-kia-sedona-2.2l-dath-2017-5288940," *Xe lắp ráp trong nước, màu trắng, máy dầu 2.2 L, số tự động, đã đi 80,000 km ... ",Mã: 5288940,2017.0,Xe đã dùng,"80,000 Km",Lắp ráp trong nước,Van/Minivan,Dầu  2.2 L,Trắng,Xám,7 chỗ,5 cửa
Peugeot 5008 1.6 AT - 2018, Xe cũ,695 Triệu,Hà Nội,https://bonbanh.com/xe-peugeot-5008-1.6-at-2018-5443337," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.6 L, số tự động ... ",Mã: 5443337,2018.0,Xe đã dùng,0 Km,Lắp ráp trong nước,SUV,Xăng  1.6 L,Trắng,Đen,7 chỗ,5 cửa
VinFast VF9 Plus - 2023, Xe cũ,1 Tỷ 539 Triệu,TP HCM,https://bonbanh.com/xe-vinfast-vf9-plus-2023-5433918," *Xe lắp ráp trong nước, màu xám, xe điện , số tự động, đã đi 9,900 km ... ",Mã: 5433918,2023.0,Xe đã dùng,"9,900 Km",Lắp ráp trong nước,SUV,Điện  0.2 L,Xám,Nâu,6 chỗ,5 cửa
Suzuki Swift GLX 1.2 AT - 2019, Xe cũ,415 Triệu,Hà Nội,https://bonbanh.com/xe-suzuki-swift-glx-1.2-at-2019-5437894," *Xe nhập khẩu, màu trắng, máy xăng 1.2 L, số tự động, đã đi 37,000 km ... ",Mã: 5437894,2019.0,Xe đã dùng,"37,000 Km",Nhập khẩu,Hatchback,Xăng  1.2 L,Trắng,Đen,5 chỗ,5 cửa
BMW X6 xDrive35i - 2008, Xe cũ,399 Triệu,Hải Phòng,https://bonbanh.com/xe-bmw-x6-xdrive35i-2008-5415496," *Xe nhập khẩu, màu đỏ, máy xăng 3.0 L, số tự động ... ",Mã: 5415496,2008.0,Xe đã dùng,0 Km,Nhập khẩu,SUV,Xăng  3.0 L,Đỏ,Nâu,5 chỗ,5 cửa
Audi Q5 45 TFSI Quattro - 2022, Xe mới,2 Tỷ 31 Triệu,TP HCM,https://bonbanh.com/xe-audi-q5-45-tfsi-quattro-2022-5329454," *Xe nhập khẩu, màu đen, máy xăng 2.0 L, số tự động ... ",Mã: 5329454,2022.0,Xe mới,,Nhập khẩu,SUV,Xăng  2.0 L,Đen,Đen,5 chỗ,5 cửa
Mercedes Benz S class S400L - 2016, Xe cũ,1 Tỷ 650 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2016-5288021," *Xe lắp ráp trong nước, màu trắng, máy xăng 3.0 L, số tự động, đã đi 85,000 km ... ",Mã: 5288021,2016.0,Xe đã dùng,"85,000 Km",Lắp ráp trong nước,Sedan,Xăng  3.0 L,Trắng,Kem,5 chỗ,4 cửa
Nissan Kicks e-Power V - 2023, Xe mới,763 Triệu,Thanh Hóa,https://bonbanh.com/xe-nissan-kicks-e-power-v-2023-5366883," *Xe nhập khẩu, màu đen, xe hybrid 1.2 L, số tự động ... ",Mã: 5366883,2023.0,Xe mới,,Nhập khẩu,SUV,Hybrid  1.2 L,Đen,Đen,5 chỗ,5 cửa
BMW 3 Series 320i - 2013, Xe cũ,595 Triệu,TP HCM,https://bonbanh.com/xe-bmw-3_series-320i-2013-5406555," *Xe nhập khẩu, màu trắng, máy xăng 2.0 L, số tự động, đã đi 65,000 km ... ",Mã: 5406555,2013.0,Xe đã dùng,"65,000 Km",Nhập khẩu,Sedan,Xăng  2.0 L,Trắng,Kem,5 chỗ,4 cửa
Toyota Fortuner 2.4G 4x2 AT - 2020, Xe cũ,876 Triệu,Bình Dương,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-at-2020-5443513," *Xe lắp ráp trong nước, màu nâu, máy dầu 2.4 L, số tự động, đã đi 77,000 km ... ",Mã: 5443513,2020.0,Xe đã dùng,"77,000 Km",Lắp ráp trong nước,SUV,Dầu  2.4 L,Nâu,Đen,7 chỗ,5 cửa
Mercedes Benz C class C43 AMG 4Matic - 2024, Xe mới,2 Tỷ 960 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-c_class-c43-amg-4matic-2024-5400976," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động ... ",Mã: 5400976,2024.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Đen,Nhiều màu,5 chỗ,4 cửa
VinFast Fadil 1.4 AT - 2021, Xe cũ,295 Triệu,Hải Phòng,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2021-5305628," *Xe lắp ráp trong nước, màu đỏ, máy xăng 1.4 L, số tự động, đã đi 20,999 km ... ",Mã: 5305628,2021.0,Xe đã dùng,"20,999 Km",Lắp ráp trong nước,Hatchback,Xăng  1.4 L,Đỏ,Đen,5 chỗ,5 cửa
Suzuki Ertiga Sport 1.5 AT - 2021, Xe cũ,480 Triệu,Hà Nội,https://bonbanh.com/xe-suzuki-ertiga-sport-1.5-at-2021-5290839," *Xe nhập khẩu, màu trắng, máy xăng 1.5 L, số tự động, đã đi 30,000 km ... ",Mã: 5290839,2021.0,Xe đã dùng,"30,000 Km",Nhập khẩu,SUV,Xăng  1.5 L,Trắng,Nhiều màu,7 chỗ,5 cửa
Kia Carens 1.5G Luxury - 2024, Xe mới,654 Triệu,TP HCM,https://bonbanh.com/xe-kia-carens-1.5g-luxury-2024-5424229," *Xe lắp ráp trong nước, màu xám, máy xăng 1.5 L, số tự động ... ",Mã: 5424229,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng  1.5 L,Xám,Đen,7 chỗ,5 cửa
Mitsubishi Xpander 1.5 MT - 2021, Xe cũ,480 Triệu,TP HCM,https://bonbanh.com/xe-mitsubishi-xpander-1.5-mt-2021-5416980," *Xe nhập khẩu, màu nâu, máy xăng 1.5 L, số tay, đã đi 19,000 km ... ",Mã: 5416980,2021.0,Xe đã dùng,"19,000 Km",Nhập khẩu,SUV,Xăng  1.5 L,Nâu,Đen,7 chỗ,5 cửa
Hyundai Accent 1.4 MT - 2023, Xe mới,436 Triệu,TP HCM,https://bonbanh.com/xe-hyundai-accent-1.4-mt-2023-5212500," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.4 L, số tay ... ",Mã: 5212500,2023.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng  1.4 L,Trắng,Kem,5 chỗ,4 cửa
Ford Transit SVP - 2019, Xe cũ,575 Triệu,Hà Nội,https://bonbanh.com/xe-ford-transit-svp-2019-5405372," *Xe lắp ráp trong nước, màu đen, máy dầu 2.4 L, số tay ... ",Mã: 5405372,2019.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Van/Minivan,Dầu  2.4 L,Đen,Nhiều màu,16 chỗ,4 cửa
Mercedes Benz CLA class CLA 45 AMG 4Matic - 2016, Xe cũ,999 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-cla_class-cla-45-amg-4matic-2016-5286391," *Xe nhập khẩu, màu đen, máy xăng 2.0 L, số tự động, đã đi 48,000 km ... ",Mã: 5286391,2016.0,Xe đã dùng,"48,000 Km",Nhập khẩu,Sedan,Xăng  2.0 L,Đen,Đen,5 chỗ,4 cửa
Kia Sorento - 2024, Xe mới,1 Tỷ 124 Triệu,TP HCM,https://bonbanh.com/xe-kia-sorento--2024-4845346," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.5 L, số tự động ... ",Mã: 4845346,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng  2.5 L,Trắng,-,7 chỗ,5 cửa
Lexus RX 350 - 2016, Xe cũ,2 Tỷ 99 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-rx-350-2016-5415181," *Xe nhập khẩu, màu trắng, máy xăng 3.5 L, số tự động, đã đi 92,800 km ... ",Mã: 5415181,2016.0,Xe đã dùng,"92,800 Km",Nhập khẩu,SUV,Xăng  3.5 L,Trắng,Nâu,5 chỗ,5 cửa
BMW X7 xDrive40i M Sport - 2023, Xe mới,5 Tỷ 639 Triệu,Đồng Nai,https://bonbanh.com/xe-bmw-x7-xdrive40i-m-sport-2023-5238263," *Xe nhập khẩu, màu đen, máy xăng 3.0 L, số tự động ... ",Mã: 5238263,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng  3.0 L,Đen,Nâu,7 chỗ,5 cửa
Kia Carnival Premium 2.2D 7S - 2023, Xe mới,1 Tỷ 329 Triệu,TP HCM,https://bonbanh.com/xe-kia-carnival-premium-2.2d-7s-2023-5219522," *Xe lắp ráp trong nước, màu trắng, máy dầu 2.2 L, số tự động ... ",Mã: 5219522,2023.0,Xe mới,,Lắp ráp trong nước,Van/Minivan,Dầu  2.2 L,Trắng,Cam,7 chỗ,5 cửa
Mercedes Benz GLC 200 4Matic - 2022, Xe cũ,1 Tỷ 789 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2022-5223874," *Xe lắp ráp trong nước, màu xanh, máy xăng 2.0 L, số tự động, đã đi 7,100 km ... ",Mã: 5223874,2022.0,Xe đã dùng,"7,100 Km",Lắp ráp trong nước,SUV,Xăng  2.0 L,Xanh,Đen,5 chỗ,5 cửa
VinFast VF8 Eco - 2023, Xe cũ,839 Triệu,TP HCM,https://bonbanh.com/xe-vinfast-vf8-eco-2023-5405601," *Xe lắp ráp trong nước, màu xanh, xe điện , số tự động, đã đi 7,999 km ... ",Mã: 5405601,2023.0,Xe đã dùng,"7,999 Km",Lắp ráp trong nước,SUV,Điện  0.2 L,Xanh,Đen,5 chỗ,5 cửa
Subaru Forester 2.0i-S EyeSight - 2023, Xe mới,949 Triệu,TP HCM,https://bonbanh.com/xe-subaru-forester-2.0i-s-eyesight-2023-4959466," *Xe nhập khẩu, màu bạc, máy xăng 2.0 L, số tự động ... ",Mã: 4959466,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng  2.0 L,Bạc,Đen,5 chỗ,5 cửa
Lexus ES 350 - 2016, Xe cũ,1 Tỷ 290 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-es-350-2016-5439534," *Xe nhập khẩu, màu xanh, máy xăng 3.5 L, số tự động, đã đi 87,000 km ... ",Mã: 5439534,2016.0,Xe đã dùng,"87,000 Km",Nhập khẩu,Sedan,Xăng  3.5 L,Xanh,Kem,5 chỗ,4 cửa
Lamborghini Huracan LP610 Coupe - 2014, Xe cũ,8 Tỷ 999 Triệu,TP HCM,https://bonbanh.com/xe-lamborghini-huracan-lp610-coupe-2014-5377063," *Xe nhập khẩu, màu cam, máy xăng 5.2 L, số tự động, đã đi 29,000 km ... ",Mã: 5377063,2014.0,Xe đã dùng,"29,000 Km",Nhập khẩu,Coupe,Xăng  5.2 L,Cam,Đen,2 chỗ,2 cửa
Mini Cooper 3 Door JCW - 2022, Xe cũ,2 Tỷ 379 Triệu,TP HCM,https://bonbanh.com/xe-mini-cooper-3-door-jcw-2022-5252092," *Xe nhập khẩu, màu xanh, máy xăng 2.0 L, số tự động, đã đi 6,000 km ... ",Mã: 5252092,2022.0,Xe đã dùng,"6,000 Km",Nhập khẩu,Hatchback,Xăng  2.0 L,Xanh,Xám,4 chỗ,3 cửa
Mercedes Benz E class E250 - 2011, Xe cũ,469 Triệu,Hải Dương,https://bonbanh.com/xe-mercedes_benz-e_class-e250-2011-4839472," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.8 L, số tự động, đã đi 110,000 km ... ",Mã: 4839472,2011.0,Xe đã dùng,"110,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.8 L,Trắng,Đen,5 chỗ,4 cửa
Toyota Camry 2.4G - 2011, Xe cũ,399 Triệu,TP HCM,https://bonbanh.com/xe-toyota-camry-2.4g-2011-5321496," *Xe lắp ráp trong nước, màu xám, máy xăng 2.4 L, số tự động, đã đi 105,000 km ... ",Mã: 5321496,2011.0,Xe đã dùng,"105,000 Km",Lắp ráp trong nước,Sedan,Xăng  2.4 L,Xám,Kem,5 chỗ,4 cửa
LandRover Range Rover Autobiography LWB 5.0 - 2016, Xe cũ,3 Tỷ 650 Triệu,Hà Nội,https://bonbanh.com/xe-landrover-range_rover-autobiography-lwb-5.0-2016-5080498," *Xe nhập khẩu, màu đen, máy xăng 5.0 L, số tự động, đã đi 40,000 km ... ",Mã: 5080498,2016.0,Xe đã dùng,"40,000 Km",Nhập khẩu,SUV,Xăng  5.0 L,Đen,Nâu,5 chỗ,4 cửa
Honda Accord 2.4 AT - 2018, Xe cũ,650 Triệu,Đà Nẵng,https://bonbanh.com/xe-honda-accord-2.4-at-2018-5439747," *Xe nhập khẩu, màu đen, máy xăng 2.4 L, số tự động, đã đi 80,000 km ... ",Mã: 5439747,2018.0,Xe đã dùng,"80,000 Km",Nhập khẩu,Sedan,Xăng  2.4 L,Đen,Đen,5 chỗ,4 cửa
Mercedes Benz Maybach S500 - 2017, Xe cũ,4 Tỷ 200 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-maybach-s500-2017-5259241," *Xe nhập khẩu, màu đen, máy xăng 4.7 L, số tự động, đã đi 16,000 km ... ",Mã: 5259241,2017.0,Xe đã dùng,"16,000 Km",Nhập khẩu,Sedan,Xăng  4.7 L,Đen,Kem,5 chỗ,4 cửa
Lexus GX 550 - 2023, Xe mới,5 Tỷ 970 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-gx-550-2023-5339369," *Xe nhập khẩu, màu trắng, máy xăng , số tự động ... ",Mã: 5339369,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng,Trắng,Đen,7 chỗ,5 cửa
Audi Q7 3.6 AT - 2008, Xe cũ,380 Triệu,TP HCM,https://bonbanh.com/xe-audi-q7-3.6-at-2008-5371782," *Xe nhập khẩu, màu đen, máy xăng 3.6 L, số tự động, đã đi 88,600 km ... ",Mã: 5371782,2008.0,Xe đã dùng,"88,600 Km",Nhập khẩu,SUV,Xăng  3.6 L,Đen,Đen,7 chỗ,5 cửa
Toyota Land Cruiser 3.5 V6 - 2024, Xe mới,4 Tỷ 286 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2024-5138431," *Xe nhập khẩu, màu đen, máy xăng 3.4 L, số tự động ... ",Mã: 5138431,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng  3.4 L,Đen,Đen,7 chỗ,5 cửa
VinFast Lux A 2.0 Tiêu chuẩn - 2022, Xe cũ,635 Triệu,Hà Nội,https://bonbanh.com/xe-vinfast-lux_a_2.0-tieu-chuan-2022-5441329," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, đã đi 20,000 km ... ",Mã: 5441329,2022.0,Xe đã dùng,"20,000 Km",Lắp ráp trong nước,Sedan,Xăng  2.0 L,Trắng,Nâu,5 chỗ,4 cửa
Mazda cx3 Premium 1.5 AT - 2022, Xe cũ,599 Triệu,Thái Bình,https://bonbanh.com/xe-mazda-cx3-premium-1.5-at-2022-5451763," *Xe nhập khẩu, màu đỏ, máy xăng 1.5 L, số tự động, đã đi 15,000 km ... ",Mã: 5451763,2022.0,Xe đã dùng,"15,000 Km",Nhập khẩu,Crossover,Xăng  1.5 L,Đỏ,Đen,5 chỗ,5 cửa
Porsche Macan 2.0 - 2021, Xe cũ,3 Tỷ 250 Triệu,Hà Nội,https://bonbanh.com/xe-porsche-macan-2.0-2021-5404314," *Xe nhập khẩu, màu trắng, máy xăng 2.0 L, số tự động, đã đi 5,600 km ... ",Mã: 5404314,2021.0,Xe đã dùng,"5,600 Km",Nhập khẩu,SUV,Xăng  2.0 L,Trắng,Đỏ,5 chỗ,5 cửa
Ford Mustang EcoBoost - 2014, Xe cũ,1 Tỷ 520 Triệu,TP HCM,https://bonbanh.com/xe-ford-mustang-ecoboost-2014-5394610," *Xe nhập khẩu, màu đỏ, máy xăng 2.3 L, số tự động, đã đi 32,000 km ... ",Mã: 5394610,2014.0,Xe đã dùng,"32,000 Km",Nhập khẩu,Coupe,Xăng  2.3 L,Đỏ,Đen,4 chỗ,2 cửa
Subaru Forester 2.0XT - 2016, Xe cũ,570 Triệu,Hà Nội,https://bonbanh.com/xe-subaru-forester-2.0xt-2016-5346992," *Xe nhập khẩu, màu đỏ, máy xăng 2.0 L, số tự động, đã đi 140,000 km ... ",Mã: 5346992,2016.0,Xe đã dùng,"140,000 Km",Nhập khẩu,SUV,Xăng  2.0 L,Đỏ,Đen,5 chỗ,5 cửa
VinFast VF5 Plus - 2022, Xe mới,458 Triệu,Hà Nội,https://bonbanh.com/xe-vinfast-vf5-plus-2022-4731488," *Xe lắp ráp trong nước, màu cam, xe điện , số tự động ... ",Mã: 4731488,2022.0,Xe mới,,Lắp ráp trong nước,Crossover,Điện,Cam,Đen,5 chỗ,5 cửa
VinFast Lux A 2.0 2.0 AT - 2021, Xe cũ,577 Triệu,Hà Nội,https://bonbanh.com/xe-vinfast-lux_a_2.0-2.0-at-2021-5422914," *Xe lắp ráp trong nước, màu xanh, máy xăng 2.0 L, số tự động, đã đi 44,010 km ... ",Mã: 5422914,2021.0,Xe đã dùng,"44,010 Km",Lắp ráp trong nước,Sedan,Xăng  2.0 L,Xanh,Đen,5 chỗ,4 cửa
MG 5 Luxury 1.5 AT - 2023, Xe mới,479 Triệu,Hà Nội,https://bonbanh.com/xe-mg-5-luxury-1.5-at-2023-5362960," *Xe nhập khẩu, màu đỏ, máy xăng 1.5 L, số tự động ... ",Mã: 5362960,2023.0,Xe mới,,Nhập khẩu,Sedan,Xăng  1.5 L,Đỏ,Đen,5 chỗ,4 cửa
BMW 3 Series 320i - 2016, Xe cũ,670 Triệu,Hà Nội,https://bonbanh.com/xe-bmw-3_series-320i-2016-5335228," *Xe nhập khẩu, màu đỏ, máy xăng 2.0 L, số tự động, đã đi 68,000 km ... ",Mã: 5335228,2016.0,Xe đã dùng,"68,000 Km",Nhập khẩu,Sedan,Xăng  2.0 L,Đỏ,Đen,5 chỗ,4 cửa
Mazda 3 1.5L Luxury - 2019, Xe cũ,515 Triệu,Hà Nội,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2019-5435281," *Xe lắp ráp trong nước, màu đỏ, máy xăng 1.5 L, số tự động, đã đi 38,000 km ... ",Mã: 5435281,2019.0,Xe đã dùng,"38,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.5 L,Đỏ,Đen,5 chỗ,4 cửa
Toyota Hilux 2.8L 4x4 AT - 2020, Xe cũ,835 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-hilux-2.8l-4x4-at-2020-5412313," *Xe nhập khẩu, màu trắng, máy dầu 2.8 L, số tự động, đã đi 120,000 km ... ",Mã: 5412313,2020.0,Xe đã dùng,"120,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu  2.8 L,Trắng,Đen,5 chỗ,4 cửa
Toyota Innova 2.0E - 2019, Xe cũ,580 Triệu,TP HCM,https://bonbanh.com/xe-toyota-innova-2.0e-2019-5422374," *Xe lắp ráp trong nước, màu xám, máy xăng 2.0 L, số tay, đã đi 123,000 km ... ",Mã: 5422374,2019.0,Xe đã dùng,"123,000 Km",Lắp ráp trong nước,Crossover,Xăng  2.0 L,Xám,Nâu,8 chỗ,5 cửa
Jeep Wrangler Rubicon 2.0 4x4 AT - 2022, Xe cũ,3 Tỷ 430 Triệu,Hà Nội,https://bonbanh.com/xe-jeep-wrangler-rubicon-2.0-4x4-at-2022-5080093," *Xe nhập khẩu, màu xám, máy xăng 2.0 L, số tự động ... ",Mã: 5080093,2022.0,Xe đã dùng,0 Km,Nhập khẩu,SUV,Xăng  2.0 L,Xám,Nhiều màu,5 chỗ,5 cửa
Mercedes Benz E class E300 AMG - 2021, Xe cũ,2 Tỷ 230 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2021-5059335," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, đã đi 10,000 km ... ",Mã: 5059335,2021.0,Xe đã dùng,"10,000 Km",Lắp ráp trong nước,Sedan,Xăng  2.0 L,Trắng,Nâu,5 chỗ,4 cửa
Toyota Fortuner 2.7V 4x2 AT - 2014, Xe cũ,460 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2014-5380559," *Xe lắp ráp trong nước, màu bạc, máy xăng 2.7 L, số tự động, đã đi 140,000 km ... ",Mã: 5380559,2014.0,Xe đã dùng,"140,000 Km",Lắp ráp trong nước,SUV,Xăng  2.7 L,Bạc,Kem,7 chỗ,5 cửa
Mercedes Benz C class C180 - 2019, Xe cũ,839 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-c_class-c180-2019-5440927," *Xe lắp ráp trong nước, màu đen, máy xăng 1.5 L, số tự động, đã đi 52,000 km ... ",Mã: 5440927,2019.0,Xe đã dùng,"52,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.5 L,Đen,Kem,5 chỗ,4 cửa
Toyota Vios 1.5G - 2013, Xe cũ,325 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-vios-1.5g-2013-5178771," *Xe lắp ráp trong nước, màu bạc, máy xăng 1.5 L, số tự động, đã đi 120,000 km ... ",Mã: 5178771,2013.0,Xe đã dùng,"120,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.5 L,Bạc,Kem,5 chỗ,4 cửa
Toyota Corolla Cross 1.8V - 2022, Xe cũ,835 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2022-5436456," *Xe nhập khẩu, màu trắng, máy xăng 1.8 L, số tự động, đã đi 24,000 km ... ",Mã: 5436456,2022.0,Xe đã dùng,"24,000 Km",Nhập khẩu,SUV,Xăng  1.8 L,Trắng,Đen,5 chỗ,5 cửa
Ford Fiesta S 1.0 AT Ecoboost - 2017, Xe cũ,330 Triệu,Hà Nội,https://bonbanh.com/xe-ford-fiesta-s-1.0-at-ecoboost-2017-5302353," *Xe lắp ráp trong nước, màu xám, máy xăng 1.0 L, số tự động, đã đi 60,000 km ... ",Mã: 5302353,2017.0,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,Hatchback,Xăng  1.0 L,Xám,Đen,5 chỗ,5 cửa
Mitsubishi Attrage 1.2 CVT - 2023, Xe mới,465 Triệu,TP HCM,https://bonbanh.com/xe-mitsubishi-attrage-1.2-cvt-2023-3355127," *Xe nhập khẩu, màu đỏ, máy xăng 1.2 L, số tự động ... ",Mã: 3355127,2023.0,Xe mới,,Nhập khẩu,Sedan,Xăng  1.2 L,Đỏ,Đen,5 chỗ,4 cửa
Mercedes Benz S class S400L - 2017, Xe cũ,1 Tỷ 580 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2017-5453911," *Xe lắp ráp trong nước, màu đen, máy xăng 3.0 L, số tự động, đã đi 78,000 km ... ",Mã: 5453911,2017.0,Xe đã dùng,"78,000 Km",Lắp ráp trong nước,Sedan,Xăng  3.0 L,Đen,Kem,5 chỗ,4 cửa
Mitsubishi Triton 4x2 AT Mivec - 2020, Xe cũ,530 Triệu,Hà Nội,https://bonbanh.com/xe-mitsubishi-triton-4x2-at-mivec-2020-5437788," *Xe nhập khẩu, màu trắng, máy dầu 2.4 L, số tự động, đã đi 67,000 km ... ",Mã: 5437788,2020.0,Xe đã dùng,"67,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu  2.4 L,Trắng,Đen,5 chỗ,4 cửa
MG 5 Luxury 1.5 AT - 2023, Xe mới,479 Triệu,Hà Nội,https://bonbanh.com/xe-mg-5-luxury-1.5-at-2023-5362839," *Xe nhập khẩu, màu xám, máy xăng 1.5 L, số tự động ... ",Mã: 5362839,2023.0,Xe mới,,Nhập khẩu,Sedan,Xăng  1.5 L,Xám,Đen,5 chỗ,4 cửa
